 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.065,0,0,0,0,0,13.950,0.180,13.950,0.180,0.869,13.860,0.000,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,77,0,116.565,0.180,2.000,0.500,1.000
2,0.583,0,0,0,0,0,20.030,1.130,20.030,1.130,5.215,19.620,0.000,1.080,1.980,1.709,0.435,118.175,0.270,2.255,0,0,NaN,NaN,100,0,1,109,0,118.610,0.717,3.931,0.254,0.500
3,0.097,0,0,0,0,0,21.510,0.090,21.510,0.090,1.124,21.240,0.000,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,118,0,161.565,0.180,3.000,0.333,1.000
4,0.907,0,0,0,0,0,32.271,0.251,32.271,0.251,4.556,31.320,0.000,1.980,0.540,2.082,0.555,179.225,0.549,2.052,0,0,NaN,NaN,100,0,1,174,0,164.745,0.540,3.753,0.266,0.875
5,0.648,0,0,0,0,0,47.727,0.747,47.727,0.747,3.793,47.520,0.000,0.540,1.620,1.792,0.460,85.986,0.566,1.708,0,0,NaN,NaN,100,0,1,264,9,71.565,0.540,3.894,0.257,0.851
6,49.280,0,0,0,0,0,135.828,0.981,135.828,0.981,81.939,121.319,0.000,31.680,3.420,27.286,2.300,1.536,0.092,31.742,0,0,NaN,NaN,100,0,1,674,0,176.424,3.420,11.866,0.084,0.594
7,0.032,0,0,0,0,0,166.949,0.090,166.949,0.090,0.509,166.859,0.000,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,927,0,135.000,0.180,1.000,1.000,1.000
8,1149.793,0,0,0,0,0,154.664,84.692,154.664,84.692,917.185,114.299,0.000,77.399,180.179,80.979,18.078,65.406,0.017,186.665,0,0,NaN,NaN,100,0,1,708,1001,74.851,54.123,4.479,0.223,0.162
9,1.328,0,0,0,0,0,177.999,1.170,177.999,1.170,5.935,177.479,0.000,1.080,2.340,2.405,0.703,102.419,0.474,2.507,0,0,NaN,NaN,100,0,1,986,0,111.038,0.960,3.420,0.292,0.701
10,0.162,0,0,0,0,0,224.728,0.450,224.728,0.450,1.949,224.638,0.000,0.180,0.900,1.016,0.203,90.000,0.536,0.918,0,0,NaN,NaN,100,0,1,1248,0,101.310,0.180,5.000,0.200,1.000
11,0.065,0,0,0,0,0,231.748,0.180,231.748,0.180,0.869,231.658,0.000,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1287,0,116.565,0.180,2.000,0.500,1.000
12,0.486,0,0,0,0,0,240.028,0.450,240.028,0.450,4.029,239.578,0.000,0.900,1.260,1.001,0.618,73.155,0.376,1.451,0,0,NaN,NaN,100,0,1,1331,7,60.255,0.900,1.619,0.618,0.566
13,1.264,0,0,0,0,0,241.334,1.396,241.334,1.396,7.207,240.838,0.000,0.900,2.880,2.497,0.644,92.701,0.306,2.930,0,0,NaN,NaN,100,0,1,1339,0,100.620,0.900,3.875,0.258,0.595
14,0.162,0,0,0,0,0,255.472,0.162,255.472,0.162,1.273,255.238,0.000,0.540,0.360,0.566,0.364,18.435,1.000,0.649,0,0,NaN,NaN,100,0,1,1418,2,33.690,0.360,1.553,0.644,0.909
15,0.162,0,0,0,0,0,260.512,0.162,260.512,0.162,1.273,260.278,0.000,0.540,0.360,0.566,0.364,18.435,1.000,0.649,0,0,NaN,NaN,100,0,1,1446,2,33.690,0.360,1.553,0.644,0.909
16,0.778,0,0,0,0,0,14.115,0.997,14.115,0.997,5.513,13.320,0.180,1.440,1.440,1.125,0.880,171.918,0.322,1.698,0,0,NaN,NaN,100,0,1,74,6,32.005,1.309,1.279,0.782,0.495
17,0.130,0,0,0,0,0,16.065,0.315,16.065,0.315,1.273,15.840,0.180,0.540,0.360,0.574,0.287,18.435,1.000,0.649,0,0,NaN,NaN,100,0,1,88,3,33.690,0.360,2.000,0.500,0.800
18,0.065,0,0,0,0,0,62.999,0.270,62.999,0.270,0.764,62.819,0.180,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,349,1,153.435,0.180,2.000,0.500,1.000
19,0.065,0,0,0,0,0,252.718,0.450,252.718,0.450,0.764,252.538,0.360,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1403,2,153.435,0.180,2.000,0.500,1.000
20,0.032,0,0,0,0,0,261.628,0.450,261.628,0.450,0.509,261.538,0.360,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1453,2,135.000,0.180,1.000,1.000,1.000
21,0.097,0,0,0,0,0,233.548,0.810,233.548,0.810,1.229,233.458,0.540,0.180,0.540,0.609,0.203,90.000,0.809,0.569,0,0,NaN,NaN,100,0,1,1297,3,108.435,0.180,3.000,0.333,1.000
22,0.032,0,0,0,0,0,253.168,0.630,253.168,0.630,0.509,253.078,0.540,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1406,3,135.000,0.180,1.000,1.000,1.000
23,0.032,0,0,0,0,0,256.048,0.630,256.048,0.630,0.509,255.958,0.540,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1422,3,135.000,0.180,1.000,1.000,1.000
24,0.032,0,0,0,0,0,260.008,0.630,260.008,0.630,0.509,259.918,0.540,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1444,3,135.000,0.180,1.000,1.000,1.000
25,0.097,0,0,0,0,0,7.350,0.930,7.350,0.930,1.018,7.200,0.720,0.360,0.360,0.426,0.291,135.000,1.000,0.509,0,0,NaN,NaN,100,0,1,40,4,135.000,0.360,1.464,0.683,0.857
26,0.162,0,0,0,0,0,15.894,1.134,15.894,1.134,1.738,15.660,0.720,0.360,0.720,0.753,0.274,79.099,0.674,0.805,0,0,NaN,NaN,100,0,1,87,8,63.435,0.360,2.749,0.364,0.769
27,0.032,0,0,0,0,0,258.748,0.810,258.748,0.810,0.509,258.658,0.720,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1437,4,135.000,0.180,1.000,1.000,1.000
28,0.097,0,0,0,0,0,9.810,0.990,9.810,0.990,1.124,9.540,0.900,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,53,5,161.565,0.180,3.000,0.333,1.000
29,0.097,0,0,0,0,0,104.549,1.110,104.549,1.110,1.018,104.399,0.900,0.360,0.360,0.426,0.291,135.000,1.000,0.509,0,0,NaN,NaN,100,0,1,580,5,135.000,0.360,1.464,0.683,0.857
30,0.032,0,0,0,0,0,153.449,0.990,153.449,0.990,0.509,153.359,0.900,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,852,5,135.000,0.180,1.000,1.000,1.000
31,0.065,0,0,0,0,0,49.500,1.170,49.500,1.170,0.764,49.320,1.080,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,274,6,153.435,0.180,2.000,0.500,1.000
32,0.032,0,0,0,0,0,93.329,1.350,93.329,1.350,0.509,93.239,1.260,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,518,7,135.000,0.180,1.000,1.000,1.000
33,0.292,0,0,0,0,0,233.168,1.910,233.168,1.910,2.967,232.918,1.260,0.540,1.260,1.079,0.344,81.673,0.416,1.310,0,0,NaN,NaN,100,0,1,1295,14,74.055,0.473,3.137,0.319,0.621
34,0.097,0,0,0,0,0,259.648,1.410,259.648,1.410,1.273,259.378,1.260,0.540,0.360,0.578,0.214,28.155,0.754,0.649,0,0,NaN,NaN,100,0,1,1441,9,33.690,0.322,2.702,0.370,0.667
35,0.097,0,0,0,0,0,63.629,1.530,63.629,1.530,1.124,63.359,1.440,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,352,8,161.565,0.180,3.000,0.333,1.000
36,0.097,0,0,0,0,0,104.609,1.710,104.609,1.710,1.378,104.399,1.440,0.360,0.540,0.578,0.214,118.155,0.643,0.649,0,0,NaN,NaN,100,0,1,580,8,123.690,0.322,2.702,0.370,0.667
37,0.032,0,0,0,0,0,176.669,1.530,176.669,1.530,0.509,176.579,1.440,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,981,8,135.000,0.180,1.000,1.000,1.000
38,0.292,0,0,0,0,0,232.148,1.930,232.148,1.930,2.756,231.838,1.440,0.720,1.080,1.201,0.309,58.752,0.482,1.298,0,0,NaN,NaN,100,0,1,1288,14,56.310,0.449,3.888,0.257,0.643
39,0.032,0,0,0,0,0,0.090,1.710,0.090,1.710,0.509,0.000,1.620,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,0,9,135.000,0.180,1.000,1.000,1.000
40,0.032,0,0,0,0,0,49.050,1.710,49.050,1.710,0.509,48.960,1.620,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,272,9,135.000,0.180,1.000,1.000,1.000
41,0.032,0,0,0,0,0,119.609,1.710,119.609,1.710,0.509,119.519,1.620,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,664,9,135.000,0.180,1.000,1.000,1.000
42,0.065,0,0,0,0,0,228.148,1.800,228.148,1.800,0.869,228.058,1.620,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1267,9,116.565,0.180,2.000,0.500,1.000
43,0.065,0,0,0,0,0,262.798,1.710,262.798,1.710,0.764,262.618,1.620,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1459,9,153.435,0.180,2.000,0.500,1.000
44,0.292,0,0,0,0,0,48.070,2.170,48.070,2.170,2.036,47.700,1.800,0.720,0.720,0.948,0.391,45.000,0.884,1.018,0,0,NaN,NaN,100,0,1,265,14,45.000,0.509,2.423,0.413,0.750
45,0.032,0,0,0,0,0,48.690,1.890,48.690,1.890,0.509,48.600,1.800,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,270,10,135.000,0.180,1.000,1.000,1.000
46,0.032,0,0,0,0,0,136.709,1.890,136.709,1.890,0.509,136.619,1.800,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,759,10,135.000,0.180,1.000,1.000,1.000
47,0.065,0,0,0,0,0,23.760,2.160,23.760,2.160,1.018,23.580,1.980,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,131,13,45.000,0.255,2.646,0.378,0.667
48,0.875,0,0,0,0,0,140.236,2.990,140.236,2.990,7.971,138.779,1.980,2.700,1.980,1.661,0.671,147.898,0.173,2.980,0,0,NaN,NaN,100,0,1,771,15,154.983,1.368,2.476,0.404,0.351
49,0.032,0,0,0,0,0,151.289,2.070,151.289,2.070,0.509,151.199,1.980,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,840,11,135.000,0.180,1.000,1.000,1.000
50,0.032,0,0,0,0,0,7.830,2.250,7.830,2.250,0.509,7.740,2.160,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,43,12,135.000,0.180,1.000,1.000,1.000
51,0.032,0,0,0,0,0,14.670,2.250,14.670,2.250,0.509,14.580,2.160,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,81,12,135.000,0.180,1.000,1.000,1.000
52,0.194,0,0,0,0,0,15.690,2.520,15.690,2.520,1.993,15.300,2.160,0.720,0.540,0.573,0.432,23.745,0.615,0.764,0,0,NaN,NaN,100,0,1,85,15,45.000,0.540,1.327,0.753,0.667
53,0.032,0,0,0,0,0,153.629,2.250,153.629,2.250,0.509,153.539,2.160,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,853,12,135.000,0.180,1.000,1.000,1.000
54,0.032,0,0,0,0,0,154.349,2.250,154.349,2.250,0.509,154.259,2.160,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,857,12,135.000,0.180,1.000,1.000,1.000
55,0.032,0,0,0,0,0,237.688,2.250,237.688,2.250,0.509,237.598,2.160,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1320,12,135.000,0.180,1.000,1.000,1.000
56,0.162,0,0,0,0,0,257.632,2.610,257.632,2.610,2.098,257.398,2.160,0.360,0.900,0.871,0.237,78.251,0.462,0.969,0,0,NaN,NaN,100,0,1,1430,17,68.199,0.349,3.678,0.272,0.667
57,0.097,0,0,0,0,0,262.708,2.430,262.708,2.430,1.229,262.618,2.160,0.180,0.540,0.609,0.203,90.000,0.809,0.569,0,0,NaN,NaN,100,0,1,1459,12,108.435,0.180,3.000,0.333,1.000
58,0.032,0,0,0,0,0,12.510,2.430,12.510,2.430,0.509,12.420,2.340,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,69,13,135.000,0.180,1.000,1.000,1.000
59,0.616,0,0,0,0,0,14.054,2.951,14.054,2.951,5.960,13.140,2.340,2.160,1.260,1.326,0.591,11.310,0.218,2.277,0,0,NaN,NaN,100,0,1,73,20,18.435,1.094,2.245,0.446,0.380
60,0.097,0,0,0,0,0,20.670,2.610,20.670,2.610,1.378,20.520,2.340,0.360,0.540,0.578,0.214,118.155,0.643,0.649,0,0,NaN,NaN,100,0,1,114,13,123.690,0.322,2.702,0.370,0.667
61,0.032,0,0,0,0,0,70.109,2.430,70.109,2.430,0.509,70.019,2.340,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,389,13,135.000,0.180,1.000,1.000,1.000
62,0.097,0,0,0,0,0,104.609,2.610,104.609,2.610,1.378,104.399,2.340,0.360,0.540,0.578,0.214,61.845,0.643,0.649,0,0,NaN,NaN,100,0,1,580,16,56.310,0.322,2.702,0.370,0.667
63,0.130,0,0,0,0,0,134.459,2.430,134.459,2.430,1.484,134.099,2.340,0.720,0.180,0.812,0.203,0.000,0.740,0.742,0,0,NaN,NaN,100,0,1,745,13,165.964,0.180,4.000,0.250,1.000
64,0.227,0,0,0,0,0,177.851,2.867,177.851,2.867,2.458,177.659,2.340,0.360,1.080,1.072,0.269,104.089,0.472,1.138,0,0,NaN,NaN,100,0,1,987,13,108.435,0.360,3.982,0.251,0.737
65,0.032,0,0,0,0,0,223.648,2.430,223.648,2.430,0.509,223.558,2.340,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1242,13,135.000,0.180,1.000,1.000,1.000
66,0.032,0,0,0,0,0,224.548,2.430,224.548,2.430,0.509,224.458,2.340,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1247,13,135.000,0.180,1.000,1.000,1.000
67,0.097,0,0,0,0,0,225.028,2.610,225.028,2.610,1.378,224.818,2.340,0.360,0.540,0.578,0.214,118.155,0.643,0.649,0,0,NaN,NaN,100,0,1,1249,13,123.690,0.322,2.702,0.370,0.667
68,0.032,0,0,0,0,0,231.568,2.430,231.568,2.430,0.509,231.478,2.340,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1286,13,135.000,0.180,1.000,1.000,1.000
69,0.032,0,0,0,0,0,27.090,2.610,27.090,2.610,0.509,27.000,2.520,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,150,14,135.000,0.180,1.000,1.000,1.000
70,0.032,0,0,0,0,0,60.390,2.610,60.390,2.610,0.509,60.300,2.520,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,335,14,135.000,0.180,1.000,1.000,1.000
71,0.518,0,0,0,0,0,146.215,2.790,146.215,2.790,4.662,145.259,2.520,2.160,0.540,1.796,0.367,2.113,0.300,2.190,0,0,NaN,NaN,100,0,1,807,17,9.462,0.540,4.889,0.205,0.615
72,0.032,0,0,0,0,0,153.809,2.610,153.809,2.610,0.509,153.719,2.520,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,854,14,135.000,0.180,1.000,1.000,1.000
73,0.032,0,0,0,0,0,4.590,2.790,4.590,2.790,0.509,4.500,2.700,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,25,15,135.000,0.180,1.000,1.000,1.000
74,0.097,0,0,0,0,0,16.470,2.910,16.470,2.910,1.273,16.200,2.700,0.540,0.360,0.578,0.214,151.845,0.754,0.649,0,0,NaN,NaN,100,0,1,90,15,146.310,0.322,2.702,0.370,0.667
75,0.162,0,0,0,0,0,63.593,2.862,63.593,2.862,1.273,63.359,2.700,0.540,0.360,0.566,0.364,18.435,1.000,0.649,0,0,NaN,NaN,100,0,1,352,17,33.690,0.360,1.553,0.644,0.909
76,0.065,0,0,0,0,0,69.479,2.790,69.479,2.790,0.764,69.299,2.700,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,385,15,153.435,0.180,2.000,0.500,1.000
77,0.713,0,0,0,0,0,144.383,3.453,144.383,3.453,7.655,142.919,2.700,2.880,1.620,2.436,0.373,154.624,0.153,3.220,0,0,NaN,NaN,100,0,1,794,16,153.435,0.658,6.540,0.153,0.411
78,0.389,0,0,0,0,0,150.974,3.330,150.974,3.330,3.116,150.659,2.700,0.720,1.260,1.210,0.409,118.293,0.503,1.371,0,0,NaN,NaN,100,0,1,837,15,113.199,0.599,2.959,0.338,0.632
79,0.194,0,0,0,0,0,233.188,3.240,233.188,3.240,2.309,233.098,2.700,0.180,1.080,1.219,0.203,90.000,0.458,1.095,0,0,NaN,NaN,100,0,1,1295,15,99.462,0.180,6.000,0.167,1.000
80,0.065,0,0,0,0,0,9.360,3.060,9.360,3.060,1.018,9.180,2.880,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,51,18,45.000,0.255,2.646,0.378,0.667
81,0.065,0,0,0,0,0,23.310,3.060,23.310,3.060,0.869,23.220,2.880,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,129,16,116.565,0.180,2.000,0.500,1.000
82,0.032,0,0,0,0,0,12.150,3.150,12.150,3.150,0.509,12.060,3.060,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,67,17,135.000,0.180,1.000,1.000,1.000
83,0.032,0,0,0,0,0,69.209,3.150,69.209,3.150,0.509,69.119,3.060,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,384,17,135.000,0.180,1.000,1.000,1.000
84,0.551,0,0,0,0,0,142.384,3.510,142.384,3.510,4.240,141.659,3.060,1.620,0.720,1.287,0.545,178.370,0.385,1.660,0,0,NaN,NaN,100,0,1,787,19,167.471,0.720,2.362,0.423,0.630
85,0.032,0,0,0,0,0,17.190,3.330,17.190,3.330,0.509,17.100,3.240,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,95,18,135.000,0.180,1.000,1.000,1.000
86,0.194,0,0,0,0,0,21.540,3.510,21.540,3.510,2.247,21.060,3.240,0.900,0.540,0.736,0.336,173.621,0.484,0.969,0,0,NaN,NaN,100,0,1,117,19,158.199,0.524,2.189,0.457,0.571
87,0.162,0,0,0,0,0,104.849,3.690,104.849,3.690,2.396,104.579,3.240,0.540,0.900,0.699,0.295,103.283,0.354,0.969,0,0,NaN,NaN,100,0,1,582,18,111.801,0.480,2.366,0.423,0.500
88,0.032,0,0,0,0,0,166.769,3.330,166.769,3.330,0.509,166.679,3.240,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,926,18,135.000,0.180,1.000,1.000,1.000
89,0.097,0,0,0,0,0,3.510,3.630,3.510,3.630,1.527,3.240,3.420,0.540,0.360,0.440,0.281,0.000,0.524,0.569,0,0,NaN,NaN,100,0,1,18,20,161.565,0.360,1.567,0.638,0.600
90,0.130,0,0,0,0,0,10.980,3.510,10.980,3.510,1.484,10.620,3.420,0.720,0.180,0.812,0.203,0.000,0.740,0.742,0,0,NaN,NaN,100,0,1,59,19,165.964,0.180,4.000,0.250,1.000
91,0.032,0,0,0,0,0,11.970,3.510,11.970,3.510,0.509,11.880,3.420,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,66,19,135.000,0.180,1.000,1.000,1.000
92,0.259,0,0,0,0,0,22.747,3.577,22.747,3.577,2.247,22.320,3.420,0.900,0.360,0.959,0.344,2.103,0.645,0.969,0,0,NaN,NaN,100,0,1,124,19,158.199,0.360,2.787,0.359,0.800
93,0.032,0,0,0,0,0,61.470,3.510,61.470,3.510,0.509,61.380,3.420,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,341,19,135.000,0.180,1.000,1.000,1.000
94,0.065,0,0,0,0,0,68.759,3.600,68.759,3.600,1.018,68.579,3.420,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,381,21,45.000,0.255,2.646,0.378,0.667
95,0.032,0,0,0,0,0,187.648,3.510,187.648,3.510,0.509,187.558,3.420,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1042,19,135.000,0.180,1.000,1.000,1.000
96,0.421,0,0,0,0,0,241.468,3.884,241.468,3.884,4.135,240.658,3.420,1.620,0.900,1.429,0.375,148.003,0.310,1.773,0,0,NaN,NaN,100,0,1,1337,20,156.038,0.644,3.808,0.263,0.510
97,0.292,0,0,0,0,0,12.790,3.850,12.790,3.850,1.887,12.420,3.600,0.720,0.540,0.821,0.452,153.435,1.000,0.900,0,0,NaN,NaN,100,0,1,69,20,143.130,0.540,1.817,0.550,0.857
98,0.065,0,0,0,0,0,188.818,3.690,188.818,3.690,0.764,188.638,3.600,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1048,20,153.435,0.180,2.000,0.500,1.000
99,0.032,0,0,0,0,0,257.848,3.690,257.848,3.690,0.509,257.758,3.600,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1432,20,135.000,0.180,1.000,1.000,1.000
100,0.065,0,0,0,0,0,2.700,3.870,2.700,3.870,0.764,2.520,3.780,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,14,21,153.435,0.180,2.000,0.500,1.000
101,0.745,0,0,0,0,0,28.052,4.152,28.052,4.152,5.171,27.000,3.780,2.340,0.720,1.837,0.517,1.851,0.350,2.368,0,0,NaN,NaN,100,0,1,150,21,171.254,0.688,3.555,0.281,0.648
102,0.130,0,0,0,0,0,31.050,4.140,31.050,4.140,1.589,30.960,3.780,0.180,0.720,0.812,0.203,90.000,0.645,0.742,0,0,NaN,NaN,100,0,1,172,21,104.036,0.180,4.000,0.250,1.000
103,0.032,0,0,0,0,0,189.268,3.870,189.268,3.870,0.509,189.178,3.780,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1051,21,135.000,0.180,1.000,1.000,1.000
104,0.032,0,0,0,0,0,31.770,4.050,31.770,4.050,0.509,31.680,3.960,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,176,22,135.000,0.180,1.000,1.000,1.000
105,0.097,0,0,0,0,0,32.670,4.110,32.670,4.110,1.273,32.400,3.960,0.540,0.360,0.578,0.214,151.845,0.754,0.649,0,0,NaN,NaN,100,0,1,180,22,146.310,0.322,2.702,0.370,0.667
106,0.065,0,0,0,0,0,153.899,4.050,153.899,4.050,0.764,153.719,3.960,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,854,22,153.435,0.180,2.000,0.500,1.000
107,0.130,0,0,0,0,0,189.898,4.050,189.898,4.050,1.484,189.538,3.960,0.720,0.180,0.812,0.203,0.000,0.740,0.742,0,0,NaN,NaN,100,0,1,1053,22,165.964,0.180,4.000,0.250,1.000
108,0.032,0,0,0,0,0,13.410,4.230,13.410,4.230,0.509,13.320,4.140,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,74,23,135.000,0.180,1.000,1.000,1.000
109,0.259,0,0,0,0,0,30.285,4.522,30.285,4.522,2.546,29.880,4.140,0.900,0.720,0.874,0.378,145.601,0.503,1.050,0,0,NaN,NaN,100,0,1,166,23,149.036,0.563,2.312,0.432,0.593
110,0.065,0,0,0,0,0,67.139,4.230,67.139,4.230,0.764,66.959,4.140,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,372,23,153.435,0.180,2.000,0.500,1.000
111,0.032,0,0,0,0,0,140.309,4.230,140.309,4.230,0.509,140.219,4.140,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,779,23,135.000,0.180,1.000,1.000,1.000
112,0.032,0,0,0,0,0,152.189,4.230,152.189,4.230,0.509,152.099,4.140,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,845,23,135.000,0.180,1.000,1.000,1.000
113,0.032,0,0,0,0,0,152.909,4.230,152.909,4.230,0.509,152.819,4.140,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,849,23,135.000,0.180,1.000,1.000,1.000
114,0.032,0,0,0,0,0,153.449,4.230,153.449,4.230,0.509,153.359,4.140,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,852,23,135.000,0.180,1.000,1.000,1.000
115,0.065,0,0,0,0,0,239.668,4.320,239.668,4.320,0.869,239.578,4.140,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1331,23,116.565,0.180,2.000,0.500,1.000
116,0.130,0,0,0,0,0,250.558,4.230,250.558,4.230,1.484,250.198,4.140,0.720,0.180,0.812,0.203,0.000,0.740,0.742,0,0,NaN,NaN,100,0,1,1390,23,165.964,0.180,4.000,0.250,1.000
117,0.032,0,0,0,0,0,34.830,4.410,34.830,4.410,0.509,34.740,4.320,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,193,24,135.000,0.180,1.000,1.000,1.000
118,0.065,0,0,0,0,0,46.890,4.500,46.890,4.500,0.869,46.800,4.320,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,260,24,116.565,0.180,2.000,0.500,1.000
119,0.032,0,0,0,0,0,268.288,4.410,268.288,4.410,0.509,268.198,4.320,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1490,24,135.000,0.180,1.000,1.000,1.000
120,0.065,0,0,0,0,0,33.570,4.680,33.570,4.680,0.869,33.480,4.500,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,186,25,116.565,0.180,2.000,0.500,1.000
121,0.065,0,0,0,0,0,177.839,4.590,177.839,4.590,0.764,177.659,4.500,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,987,25,153.435,0.180,2.000,0.500,1.000
