 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
2564,0.032,0,0,0,0,0,81.629,150.929,81.629,150.929,0.509,81.539,150.839,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,453,838,135.000,0.180,1.000,1.000,1.000
2565,0.065,0,0,0,0,0,128.879,151.019,128.879,151.019,1.018,128.699,150.839,0.360,0.360,0.467,0.177,135.000,0.785,0.509,0,0,NaN,NaN,100,0,1,715,838,135.000,0.255,2.646,0.378,0.667
2566,0.065,0,0,0,0,0,187.648,151.019,187.648,151.019,0.869,187.558,150.839,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1042,838,116.565,0.180,2.000,0.500,1.000
2567,0.065,0,0,0,0,0,224.188,151.019,224.188,151.019,0.869,224.098,150.839,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1245,838,116.565,0.180,2.000,0.500,1.000
2568,0.324,0,0,0,0,0,35.874,151.577,35.874,151.577,2.756,35.460,151.019,0.720,0.900,0.780,0.529,78.875,0.536,0.969,0,0,NaN,NaN,100,0,1,199,839,111.801,0.720,1.475,0.678,0.645
2569,1.264,0,0,0,0,0,64.359,151.510,64.359,151.510,6.909,62.639,151.019,3.060,0.900,2.595,0.620,175.528,0.333,3.065,0,0,NaN,NaN,100,0,1,348,841,176.634,0.900,4.185,0.239,0.634
2570,0.194,0,0,0,0,0,66.419,151.139,66.419,151.139,2.353,65.879,151.019,1.080,0.360,1.039,0.238,8.350,0.441,1.138,0,0,NaN,NaN,100,0,1,366,841,18.435,0.353,4.360,0.229,0.667
2571,0.194,0,0,0,0,0,72.539,151.109,72.539,151.109,2.204,71.999,151.019,1.080,0.180,1.219,0.203,0.000,0.503,1.095,0,0,NaN,NaN,100,0,1,400,839,170.538,0.180,6.000,0.167,1.000
2572,0.032,0,0,0,0,0,120.689,151.109,120.689,151.109,0.509,120.599,151.019,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,670,839,135.000,0.180,1.000,1.000,1.000
2573,0.032,0,0,0,0,0,203.488,151.109,203.488,151.109,0.509,203.398,151.019,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1130,839,135.000,0.180,1.000,1.000,1.000
2574,0.032,0,0,0,0,0,245.068,151.109,245.068,151.109,0.509,244.978,151.019,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1361,839,135.000,0.180,1.000,1.000,1.000
2575,0.097,0,0,0,0,0,73.529,151.289,73.529,151.289,1.124,73.259,151.199,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,407,840,161.565,0.180,3.000,0.333,1.000
2576,0.518,0,0,0,0,0,135.798,151.750,135.798,151.750,4.389,134.999,151.199,1.800,1.080,1.752,0.377,27.159,0.338,2.099,0,0,NaN,NaN,100,0,1,750,846,30.964,0.563,4.648,0.215,0.582
2577,0.032,0,0,0,0,0,149.309,151.289,149.309,151.289,0.509,149.219,151.199,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,829,840,135.000,0.180,1.000,1.000,1.000
2578,0.130,0,0,0,0,0,154.664,151.469,154.664,151.469,1.527,154.439,151.199,0.540,0.540,0.662,0.249,140.310,0.698,0.764,0,0,NaN,NaN,100,0,1,858,840,135.000,0.382,2.654,0.377,0.667
2579,0.130,0,0,0,0,0,224.818,151.469,224.818,151.469,1.378,224.638,151.199,0.360,0.540,0.579,0.285,58.283,0.857,0.649,0,0,NaN,NaN,100,0,1,1248,843,56.310,0.360,2.031,0.492,0.800
2580,0.130,0,0,0,0,0,254.743,151.559,254.743,151.559,1.738,254.518,151.199,0.360,0.720,0.714,0.231,107.609,0.539,0.805,0,0,NaN,NaN,100,0,1,1414,840,116.565,0.342,3.093,0.323,0.667
2581,0.032,0,0,0,0,0,57.870,151.469,57.870,151.469,0.509,57.780,151.379,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,321,841,135.000,0.180,1.000,1.000,1.000
2582,0.130,0,0,0,0,0,137.609,151.739,137.609,151.739,1.589,137.519,151.379,0.180,0.720,0.812,0.203,90.000,0.645,0.742,0,0,NaN,NaN,100,0,1,764,841,104.036,0.180,4.000,0.250,1.000
2583,0.065,0,0,0,0,0,174.599,151.559,174.599,151.559,1.018,174.419,151.379,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,969,843,45.000,0.255,2.646,0.378,0.667
2584,0.032,0,0,0,0,0,69.029,151.649,69.029,151.649,0.509,68.939,151.559,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,383,842,135.000,0.180,1.000,1.000,1.000
2585,0.032,0,0,0,0,0,149.309,151.649,149.309,151.649,0.509,149.219,151.559,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,829,842,135.000,0.180,1.000,1.000,1.000
2586,0.032,0,0,0,0,0,203.488,151.649,203.488,151.649,0.509,203.398,151.559,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1130,842,135.000,0.180,1.000,1.000,1.000
2587,0.065,0,0,0,0,0,222.928,151.739,222.928,151.739,0.869,222.838,151.559,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1238,842,116.565,0.180,2.000,0.500,1.000
2588,0.097,0,0,0,0,0,224.008,151.829,224.008,151.829,1.229,223.918,151.559,0.180,0.540,0.609,0.203,90.000,0.809,0.569,0,0,NaN,NaN,100,0,1,1244,842,108.435,0.180,3.000,0.333,1.000
2589,0.065,0,0,0,0,0,43.290,151.919,43.290,151.919,0.869,43.200,151.739,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,240,843,116.565,0.180,2.000,0.500,1.000
2590,0.097,0,0,0,0,0,74.789,151.829,74.789,151.829,1.124,74.519,151.739,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,414,843,161.565,0.180,3.000,0.333,1.000
2591,6.869,0,0,0,0,0,119.572,154.660,119.572,154.660,28.040,117.539,151.739,3.240,6.840,4.156,2.104,111.449,0.110,7.569,0,0,NaN,NaN,100,0,1,653,843,115.346,3.225,1.975,0.506,0.471
2592,0.032,0,0,0,0,0,261.448,151.829,261.448,151.829,0.509,261.358,151.739,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1452,843,135.000,0.180,1.000,1.000,1.000
2593,0.032,0,0,0,0,0,62.370,152.009,62.370,152.009,0.509,62.280,151.919,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,346,844,135.000,0.180,1.000,1.000,1.000
2594,0.227,0,0,0,0,0,75.844,152.189,75.844,152.189,2.502,75.239,151.919,1.080,0.540,1.091,0.265,167.192,0.455,1.207,0,0,NaN,NaN,100,0,1,418,844,153.435,0.388,4.122,0.243,0.583
2595,0.130,0,0,0,0,0,79.379,152.009,79.379,152.009,1.484,79.019,151.919,0.720,0.180,0.812,0.203,0.000,0.740,0.742,0,0,NaN,NaN,100,0,1,439,844,165.964,0.180,4.000,0.250,1.000
2596,0.032,0,0,0,0,0,115.649,152.009,115.649,152.009,0.509,115.559,151.919,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,642,844,135.000,0.180,1.000,1.000,1.000
2597,0.130,0,0,0,0,0,118.799,152.234,118.799,152.234,1.782,118.439,151.919,0.720,0.540,0.797,0.207,143.909,0.513,0.900,0,0,NaN,NaN,100,0,1,658,844,143.130,0.349,3.850,0.260,0.571
2598,0.065,0,0,0,0,0,146.339,152.099,146.339,152.099,1.018,146.159,151.919,0.360,0.360,0.467,0.177,135.000,0.785,0.509,0,0,NaN,NaN,100,0,1,812,844,135.000,0.255,2.646,0.378,0.667
2599,0.032,0,0,0,0,0,214.288,152.009,214.288,152.009,0.509,214.198,151.919,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1190,844,135.000,0.180,1.000,1.000,1.000
2600,0.032,0,0,0,0,0,254.428,152.009,254.428,152.009,0.509,254.338,151.919,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1413,844,135.000,0.180,1.000,1.000,1.000
2601,0.065,0,0,0,0,0,38.880,152.189,38.880,152.189,0.764,38.700,152.099,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,215,845,153.435,0.180,2.000,0.500,1.000
2602,0.032,0,0,0,0,0,144.269,152.189,144.269,152.189,0.509,144.179,152.099,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,801,845,135.000,0.180,1.000,1.000,1.000
2603,0.032,0,0,0,0,0,145.889,152.189,145.889,152.189,0.509,145.799,152.099,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,810,845,135.000,0.180,1.000,1.000,1.000
2604,0.032,0,0,0,0,0,224.908,152.189,224.908,152.189,0.509,224.818,152.099,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1249,845,135.000,0.180,1.000,1.000,1.000
2605,0.032,0,0,0,0,0,42.390,152.369,42.390,152.369,0.509,42.300,152.279,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,235,846,135.000,0.180,1.000,1.000,1.000
2606,0.065,0,0,0,0,0,43.020,152.459,43.020,152.459,1.018,42.840,152.279,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,238,848,45.000,0.255,2.646,0.378,0.667
2607,0.032,0,0,0,0,0,54.990,152.369,54.990,152.369,0.509,54.900,152.279,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,305,846,135.000,0.180,1.000,1.000,1.000
2608,0.032,0,0,0,0,0,61.650,152.369,61.650,152.369,0.509,61.560,152.279,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,342,846,135.000,0.180,1.000,1.000,1.000
2609,0.065,0,0,0,0,0,127.979,152.459,127.979,152.459,1.018,127.799,152.279,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,710,848,45.000,0.255,2.646,0.378,0.667
2610,0.194,0,0,0,0,0,134.549,152.729,134.549,152.729,2.396,134.099,152.279,0.720,0.900,0.930,0.266,48.563,0.425,1.153,0,0,NaN,NaN,100,0,1,745,851,51.340,0.468,3.495,0.286,0.545
2611,0.032,0,0,0,0,0,204.748,152.369,204.748,152.369,0.509,204.658,152.279,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1137,846,135.000,0.180,1.000,1.000,1.000
2612,0.032,0,0,0,0,0,0.630,152.549,0.630,152.549,0.509,0.540,152.459,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,3,847,135.000,0.180,1.000,1.000,1.000
2613,0.032,0,0,0,0,0,9.450,152.549,9.450,152.549,0.509,9.360,152.459,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,52,847,135.000,0.180,1.000,1.000,1.000
2614,0.032,0,0,0,0,0,38.430,152.549,38.430,152.549,0.509,38.340,152.459,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,213,847,135.000,0.180,1.000,1.000,1.000
2615,0.065,0,0,0,0,0,61.290,152.639,61.290,152.639,0.869,61.200,152.459,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,340,847,116.565,0.180,2.000,0.500,1.000
2616,0.065,0,0,0,0,0,94.229,152.639,94.229,152.639,0.869,94.139,152.459,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,523,847,116.565,0.180,2.000,0.500,1.000
2617,0.356,0,0,0,0,0,109.251,152.696,109.251,152.696,3.011,108.539,152.459,1.260,0.540,1.179,0.385,177.061,0.494,1.310,0,0,NaN,NaN,100,0,1,603,848,164.055,0.533,3.061,0.327,0.667
2618,0.032,0,0,0,0,0,145.889,152.549,145.889,152.549,0.509,145.799,152.459,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,810,847,135.000,0.180,1.000,1.000,1.000
2619,0.032,0,0,0,0,0,153.449,152.549,153.449,152.549,0.509,153.359,152.459,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,852,847,135.000,0.180,1.000,1.000,1.000
2620,0.389,0,0,0,0,0,254.893,152.879,254.893,152.879,3.266,254.338,152.459,0.900,0.900,0.766,0.647,140.582,0.458,1.153,0,0,NaN,NaN,100,0,1,1413,847,141.340,0.885,1.184,0.845,0.600
2621,0.065,0,0,0,0,0,23.580,152.819,23.580,152.819,1.018,23.400,152.639,0.360,0.360,0.467,0.177,135.000,0.785,0.509,0,0,NaN,NaN,100,0,1,130,848,135.000,0.255,2.646,0.378,0.667
2622,0.032,0,0,0,0,0,132.389,152.729,132.389,152.729,0.509,132.299,152.639,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,735,848,135.000,0.180,1.000,1.000,1.000
2623,0.032,0,0,0,0,0,202.948,152.729,202.948,152.729,0.509,202.858,152.639,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1127,848,135.000,0.180,1.000,1.000,1.000
2624,0.032,0,0,0,0,0,38.250,152.909,38.250,152.909,0.509,38.160,152.819,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,212,849,135.000,0.180,1.000,1.000,1.000
2625,0.032,0,0,0,0,0,49.230,152.909,49.230,152.909,0.509,49.140,152.819,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,273,849,135.000,0.180,1.000,1.000,1.000
2626,0.065,0,0,0,0,0,127.709,152.999,127.709,152.999,0.869,127.619,152.819,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,709,849,116.565,0.180,2.000,0.500,1.000
2627,0.130,0,0,0,0,0,164.879,152.999,164.879,152.999,1.018,164.699,152.819,0.360,0.360,0.406,0.406,0.000,1.000,0.509,0,0,NaN,NaN,100,0,1,915,849,135.000,0.360,1.000,1.000,1.000
2628,0.032,0,0,0,0,0,225.268,152.909,225.268,152.909,0.509,225.178,152.819,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1251,849,135.000,0.180,1.000,1.000,1.000
2629,0.032,0,0,0,0,0,256.948,153.089,256.948,153.089,0.509,256.858,152.999,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1427,850,135.000,0.180,1.000,1.000,1.000
2630,0.032,0,0,0,0,0,23.850,153.269,23.850,153.269,0.509,23.760,153.179,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,132,851,135.000,0.180,1.000,1.000,1.000
2631,0.648,0,0,0,0,0,43.191,154.394,43.191,154.394,6.593,42.840,153.179,0.720,2.700,2.090,0.395,92.231,0.187,2.724,0,0,NaN,NaN,100,0,1,238,851,97.595,0.676,5.296,0.189,0.482
2632,0.097,0,0,0,0,0,53.730,153.269,53.730,153.269,1.124,53.460,153.179,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,297,851,161.565,0.180,3.000,0.333,1.000
2633,0.032,0,0,0,0,0,76.229,153.269,76.229,153.269,0.509,76.139,153.179,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,423,851,135.000,0.180,1.000,1.000,1.000
2634,0.032,0,0,0,0,0,77.309,153.269,77.309,153.269,0.509,77.219,153.179,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,429,851,135.000,0.180,1.000,1.000,1.000
2635,0.032,0,0,0,0,0,131.309,153.269,131.309,153.269,0.509,131.219,153.179,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,729,851,135.000,0.180,1.000,1.000,1.000
2636,0.065,0,0,0,0,0,146.699,153.359,146.699,153.359,1.018,146.519,153.179,0.360,0.360,0.467,0.177,135.000,0.785,0.509,0,0,NaN,NaN,100,0,1,814,851,135.000,0.255,2.646,0.378,0.667
2637,0.032,0,0,0,0,0,166.049,153.269,166.049,153.269,0.509,165.959,153.179,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,922,851,135.000,0.180,1.000,1.000,1.000
2638,0.130,0,0,0,0,0,212.263,153.449,212.263,153.449,1.378,212.038,153.179,0.360,0.540,0.492,0.335,90.000,0.857,0.569,0,0,NaN,NaN,100,0,1,1179,851,108.435,0.360,1.468,0.681,0.800
2639,0.130,0,0,0,0,0,38.070,153.719,38.070,153.719,1.589,37.980,153.359,0.180,0.720,0.812,0.203,90.000,0.645,0.742,0,0,NaN,NaN,100,0,1,211,852,104.036,0.180,4.000,0.250,1.000
2640,0.097,0,0,0,0,0,68.729,153.569,68.729,153.569,1.018,68.579,153.359,0.360,0.360,0.426,0.291,135.000,1.000,0.509,0,0,NaN,NaN,100,0,1,381,852,135.000,0.360,1.464,0.683,0.857
2641,0.032,0,0,0,0,0,94.049,153.449,94.049,153.449,0.509,93.959,153.359,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,522,852,135.000,0.180,1.000,1.000,1.000
2642,0.032,0,0,0,0,0,115.109,153.449,115.109,153.449,0.509,115.019,153.359,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,639,852,135.000,0.180,1.000,1.000,1.000
2643,0.065,0,0,0,0,0,153.449,153.539,153.449,153.539,0.869,153.359,153.359,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,852,852,116.565,0.180,2.000,0.500,1.000
2644,0.032,0,0,0,0,0,157.049,153.449,157.049,153.449,0.509,156.959,153.359,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,872,852,135.000,0.180,1.000,1.000,1.000
2645,0.194,0,0,0,0,0,76.919,153.809,76.919,153.809,1.527,76.679,153.539,0.540,0.540,0.669,0.370,126.870,1.000,0.764,0,0,NaN,NaN,100,0,1,426,853,135.000,0.483,1.809,0.553,0.800
2646,0.032,0,0,0,0,0,166.229,153.629,166.229,153.629,0.509,166.139,153.539,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,923,853,135.000,0.180,1.000,1.000,1.000
2647,0.065,0,0,0,0,0,27.810,153.899,27.810,153.899,0.869,27.720,153.719,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,154,854,116.565,0.180,2.000,0.500,1.000
2648,0.032,0,0,0,0,0,47.610,153.809,47.610,153.809,0.509,47.520,153.719,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,264,854,135.000,0.180,1.000,1.000,1.000
2649,0.032,0,0,0,0,0,127.169,153.809,127.169,153.809,0.509,127.079,153.719,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,706,854,135.000,0.180,1.000,1.000,1.000
2650,0.065,0,0,0,0,0,146.969,153.899,146.969,153.899,0.869,146.879,153.719,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,816,854,116.565,0.180,2.000,0.500,1.000
2651,0.065,0,0,0,0,0,198.628,153.899,198.628,153.899,0.869,198.538,153.719,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1103,854,116.565,0.180,2.000,0.500,1.000
2652,0.032,0,0,0,0,0,225.268,153.809,225.268,153.809,0.509,225.178,153.719,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1251,854,135.000,0.180,1.000,1.000,1.000
2653,0.032,0,0,0,0,0,246.148,153.809,246.148,153.809,0.509,246.058,153.719,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1367,854,135.000,0.180,1.000,1.000,1.000
2654,0.065,0,0,0,0,0,1.260,153.989,1.260,153.989,0.764,1.080,153.899,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,6,855,153.435,0.180,2.000,0.500,1.000
2655,0.194,0,0,0,0,0,47.130,154.199,47.130,154.199,1.887,46.800,153.899,0.720,0.540,0.614,0.403,23.424,0.686,0.805,0,0,NaN,NaN,100,0,1,260,858,26.565,0.540,1.525,0.656,0.667
2656,0.032,0,0,0,0,0,133.469,153.989,133.469,153.989,0.509,133.379,153.899,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,741,855,135.000,0.180,1.000,1.000,1.000
2657,0.162,0,0,0,0,0,134.585,154.277,134.585,154.277,1.887,134.279,153.899,0.540,0.720,0.668,0.309,57.388,0.572,0.805,0,0,NaN,NaN,100,0,1,747,859,63.435,0.483,2.165,0.462,0.588
2658,0.032,0,0,0,0,0,212.488,153.989,212.488,153.989,0.509,212.398,153.899,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1180,855,135.000,0.180,1.000,1.000,1.000
2659,0.032,0,0,0,0,0,240.208,153.989,240.208,153.989,0.509,240.118,153.899,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1334,855,135.000,0.180,1.000,1.000,1.000
2660,0.194,0,0,0,0,0,57.960,154.289,57.960,154.289,2.502,57.420,154.079,1.080,0.540,1.075,0.230,157.670,0.390,1.207,0,0,NaN,NaN,100,0,1,319,856,153.435,0.368,4.668,0.214,0.571
2661,0.065,0,0,0,0,0,117.449,154.259,117.449,154.259,0.869,117.359,154.079,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,652,856,116.565,0.180,2.000,0.500,1.000
2662,0.032,0,0,0,0,0,154.889,154.169,154.889,154.169,0.509,154.799,154.079,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,860,856,135.000,0.180,1.000,1.000,1.000
2663,0.065,0,0,0,0,0,162.629,154.259,162.629,154.259,0.869,162.539,154.079,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,903,856,116.565,0.180,2.000,0.500,1.000
2664,0.065,0,0,0,0,0,225.538,154.169,225.538,154.169,0.764,225.358,154.079,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1252,856,153.435,0.180,2.000,0.500,1.000
2665,0.097,0,0,0,0,0,12.690,154.349,12.690,154.349,1.124,12.420,154.259,0.540,0.180,0.609,0.203,0.000,0.967,0.569,0,0,NaN,NaN,100,0,1,69,857,161.565,0.180,3.000,0.333,1.000
2666,0.032,0,0,0,0,0,22.590,154.349,22.590,154.349,0.509,22.500,154.259,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,125,857,135.000,0.180,1.000,1.000,1.000
2667,0.389,0,0,0,0,0,48.495,155.009,48.495,155.009,4.389,48.060,154.259,0.900,1.620,1.245,0.398,60.413,0.254,1.773,0,0,NaN,NaN,100,0,1,267,866,66.038,0.769,3.130,0.320,0.407
2668,0.097,0,0,0,0,0,49.350,154.409,49.350,154.409,1.018,49.140,154.259,0.360,0.360,0.426,0.291,135.000,1.000,0.509,0,0,NaN,NaN,100,0,1,273,857,135.000,0.360,1.464,0.683,0.857
2669,0.065,0,0,0,0,0,121.409,154.439,121.409,154.439,0.869,121.319,154.259,0.180,0.360,0.406,0.203,90.000,1.000,0.402,0,0,NaN,NaN,100,0,1,674,857,116.565,0.180,2.000,0.500,1.000
2670,0.162,0,0,0,0,0,131.381,154.565,131.381,154.565,1.378,131.219,154.259,0.360,0.540,0.566,0.364,108.435,1.000,0.649,0,0,NaN,NaN,100,0,1,729,857,123.690,0.360,1.553,0.644,0.909
2671,0.130,0,0,0,0,0,132.884,154.484,132.884,154.484,1.378,132.659,154.259,0.540,0.360,0.574,0.287,161.565,0.857,0.649,0,0,NaN,NaN,100,0,1,737,857,146.310,0.360,2.000,0.500,0.800
2672,0.065,0,0,0,0,0,226.078,154.349,226.078,154.349,0.764,225.898,154.259,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1255,857,153.435,0.180,2.000,0.500,1.000
2673,0.032,0,0,0,0,0,12.150,154.529,12.150,154.529,0.509,12.060,154.439,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,67,858,135.000,0.180,1.000,1.000,1.000
2674,0.356,0,0,0,0,0,61.224,155.020,61.224,155.020,3.415,60.660,154.439,1.260,1.080,1.578,0.288,141.783,0.384,1.660,0,0,NaN,NaN,100,0,1,337,858,139.399,0.450,5.486,0.182,0.595
2675,0.032,0,0,0,0,0,147.509,154.529,147.509,154.529,0.509,147.419,154.439,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,819,858,135.000,0.180,1.000,1.000,1.000
2676,0.065,0,0,0,0,0,151.379,154.619,151.379,154.619,1.018,151.199,154.439,0.360,0.360,0.467,0.177,45.000,0.785,0.509,0,0,NaN,NaN,100,0,1,840,860,45.000,0.255,2.646,0.378,0.667
2677,0.032,0,0,0,0,0,203.128,154.529,203.128,154.529,0.509,203.038,154.439,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,1128,858,135.000,0.180,1.000,1.000,1.000
2678,0.032,0,0,0,0,0,22.770,154.709,22.770,154.709,0.509,22.680,154.619,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,126,859,135.000,0.180,1.000,1.000,1.000
2679,0.032,0,0,0,0,0,37.350,154.709,37.350,154.709,0.509,37.260,154.619,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,207,859,135.000,0.180,1.000,1.000,1.000
2680,0.162,0,0,0,0,0,152.801,154.961,152.801,154.961,1.738,152.639,154.619,0.360,0.720,0.734,0.281,69.006,0.674,0.805,0,0,NaN,NaN,100,0,1,848,863,63.435,0.360,2.610,0.383,0.769
2681,0.065,0,0,0,0,0,203.938,154.709,203.938,154.709,0.764,203.758,154.619,0.360,0.180,0.406,0.203,0.000,1.000,0.402,0,0,NaN,NaN,100,0,1,1132,859,153.435,0.180,2.000,0.500,1.000
2682,0.713,0,0,0,0,0,230.717,155.699,230.717,155.699,6.444,230.038,154.619,1.080,2.160,1.807,0.502,80.135,0.216,2.415,0,0,NaN,NaN,100,0,1,1278,871,63.435,0.869,3.596,0.278,0.404
2683,0.032,0,0,0,0,0,17.910,154.889,17.910,154.889,0.509,17.820,154.799,0.180,0.180,0.203,0.203,0.000,1.000,0.255,0,0,NaN,NaN,100,0,1,99,860,135.000,0.180,1.000,1.000,1.000
