 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr
1,2761.473,0,0,0,0,0,134.468,89.230,134.468,89.230,5004,0,0,270.178,180.179,78.563,44.754,14.974,0.001,1804.162,0,0,NaN,NaN,5.673,0,1,0,0,146.301,1001,1.755,0.570,1.000,0,250
